Ime,Atribut,Level_Rank,Tip,ATK,DEF 
Clear Effector,LIGHT,2,Spellcaster,0,900
Clown Zombie,DARK,2,Zombie,1350,0
Cobra Jar,EARTH,2,Reptile,600,300
Constellar Rasalhague,LIGHT,2,Spellcaster,900,100
Cross Porter,DARK,2,Warrior,400,400
Cryomancer of the Ice Barrier,WATER,2,Aqua,1300,0
Crystal Rose,LIGHT,2,Rock,500,500
Crystron Citree,WATER,2,Machine,500,500
Crystron Prasiortle,WATER,2,Machine,500,2000
Curtain of the Dark Ones,DARK,2,Spellcaster,600,500
Cyber Dragon Core,LIGHT,2,Machine,400,1500
Cyber Ouroboros,DARK,2,Machine,100,600
Cyber Petit Angel,LIGHT,2,Fairy,300,200
Cyber-Stein,DARK,2,Machine,700,500
D.D. Scout Plane,DARK,2,Machine,800,1200
D.D. Telepon,EARTH,2,Psychic,500,1800
D/D Ghost,DARK,2,Fiend,600,300
D/D Swirl Slime,DARK,2,Fiend,200,200
Daigusto Phoenix,WIND,2,Pyro,1500,1100
Damage Eater,DARK,2,Fiend,100,800
Danipon,EARTH,2,Insect,600,600
Dark Cat with White Tail,EARTH,2,Beast,800,500
Dark Desertapir,EARTH,2,Beast,1100,300
Dark Garnex the Cubic Beast,EARTH,2,Beast,0,0
Dark Tinker,DARK,2,Fiend,1000,1300
Dark Verger,EARTH,2,Plant,0,1000
Dark-Eyes Illusionist,DARK,2,Spellcaster,0,1400
Decoy Dragon,FIRE,2,Dragon,300,200
Decoyroid,WIND,2,Machine,300,500
Deep Sea Diva,WATER,2,Sea Serpent,200,400
Deskbot 002,EARTH,2,Machine,500,500
Destiny HERO - Departed,DARK,2,Warrior,1000,0
Dewdark of the Ice Barrier,WATER,2,Aqua,1200,800
Dharma Cannon,DARK,2,Machine,900,500
Dig Beak,EARTH,2,Beast,500,800
Dimension Jar,DARK,2,Machine,200,200
Doki Doki,EARTH,2,Rock,500,500
Doppelwarrior,DARK,2,Warrior,800,800
Dragunity Aklys,WIND,2,Dragon,1000,800
Dragunity Javelin,WIND,2,Dragon,1200,800
Dragunity Partisan,WIND,2,Dragon,1200,800
Dragunity Phalanx,WIND,2,Dragon,500,1100
Dread Dragon,FIRE,2,Dragon,1100,400
Dreamsprite,LIGHT,2,Plant,300,200
Drill Bug,EARTH,2,Insect,1100,200
Droll Bird,WIND,2,Winged Beast,600,500
Dummy Golem,EARTH,2,Rock,800,800
Dupe Frog,WATER,2,Aqua,100,2000
Ebon Magician Curran,DARK,2,Spellcaster,1200,0
Eidos the Underworld Squire,DARK,2,Spellcaster,800,1000
Elephun,EARTH,2,Beast,500,300
Esper Girl,EARTH,2,Psychic,500,300
Evil HERO Infernal Prodigy,DARK,2,Fiend,300,600
Evoltile Elginero,FIRE,2,Reptile,0,0
Evoltile Najasho,FIRE,2,Reptile,100,2000
Evoltile Odonto,FIRE,2,Reptile,500,1200
Extra Veiler,LIGHT,2,Spellcaster,600,200
Fabled Krus,LIGHT,2,Fiend,1000,800
Fabled Miztoji,LIGHT,2,Fiend,400,200
Fabled Oltro,LIGHT,2,Fiend,800,500
Fabled Raven,LIGHT,2,Fiend,1300,1000
Featherizer,WIND,2,Spellcaster,700,1100
Fiend Scorpion,EARTH,2,Insect,900,200
Firegrass,EARTH,2,Plant,700,600
Fishborg Planter,WATER,2,Fish,200,200
Flame Dancer,FIRE,2,Pyro,550,450
Flame Viper,EARTH,2,Pyro,400,450
Flamvell Dragnov,FIRE,2,Dragon,1100,200
Flelf,WIND,2,Spellcaster,800,1300
Fleur Synchron,LIGHT,2,Machine,400,200
Flip Flop Frog,WATER,2,Aqua,500,200
Fluffal Owl,EARTH,2,Fairy,1000,1000
Fluffal Sheep,EARTH,2,Fairy,400,800
Force Resonator,WATER,2,Fiend,500,500
Formula Synchron,LIGHT,2,Machine,200,1500
Fortress Warrior,EARTH,2,Warrior,600,1200
Fortune Lady Fire,FIRE,2,Spellcaster,0,0
Fox Fire,FIRE,2,Pyro,300,200
Frequency Magician,LIGHT,2,Spellcaster,800,400
Gachi Gachi Gantetsu,EARTH,2,Rock,500,1800
Gadget Arms,WATER,2,Machine,200,400
Gagaga Child,DARK,2,Spellcaster,800,1200
Gagaga Clerk,EARTH,2,Warrior,400,800
Gagaga Sister,DARK,2,Spellcaster,200,800
Galaxy Serpent,LIGHT,2,Dragon,1000,0
Gale Dogra,EARTH,2,Insect,650,600
Geira Guile the Cubic King,WIND,2,Fairy,0,0
Gemini Soldier,WIND,2,Warrior,500,300
Genex Ally Chemistrer,DARK,2,Machine,200,500
Genex Ally Solid,DARK,2,Machine,500,1200
"Ghost Charon, the Underworld Boatman",DARK,2,Zombie,500,0
Ghostrick Doll,DARK,2,Spellcaster,300,1200
Ghostrick Nekomusume,DARK,2,Spellcaster,400,900
Ghostrick Socuteboss,DARK,2,Spellcaster,1400,1200
Ghostrick Witch,DARK,2,Spellcaster,1200,200
Ghostrick Yuki-onna,DARK,2,Spellcaster,1000,800
Giant Germ,DARK,2,Fiend,1000,100
Gishki Abyss,WATER,2,Fish,800,500
Gishki Reliever,WATER,2,Aqua,500,800
Gishki Vanity,WATER,2,Aqua,1000,800
Gishki Vision,WATER,2,Sea Serpent,700,500
Gokipon,EARTH,2,Insect,800,800
Graydle Slime Jr.,WATER,2,Aqua,0,2000
"Gren, Tactician of Dark World",DARK,2,Fiend,300,500
Gusto Falco,WIND,2,Winged Beast,600,1400
Gusto Griffin,WIND,2,Winged Beast,800,300
Gusto Squirro,WIND,2,Thunder,0,1800
"Gwenhwyfar, Queen of Noble Arms",LIGHT,2,Spellcaster,300,300
Hand of Nephthys,WIND,2,Spellcaster,600,600
Hane-Hane,EARTH,2,Beast,450,500
Haniwa,EARTH,2,Rock,500,500
Happy Lover,LIGHT,2,Fairy,800,500
Harpie Girl,WIND,2,Winged Beast,500,500
Herald of Green Light,LIGHT,2,Fairy,300,500
Herald of Orange Light,LIGHT,2,Fairy,300,500
Herald of Pure Light,LIGHT,2,Fairy,600,1000
Herald of Purple Light,LIGHT,2,Fairy,300,500
Hero Kid,EARTH,2,Warrior,300,600
Hinotama Soul,FIRE,2,Pyro,600,500
Hiro's Shadow Scout,DARK,2,Fiend,650,500
Horseytail,WIND,2,Plant,400,500
Hoshiningen,LIGHT,2,Fairy,500,700
Imairuka,WATER,2,Sea Serpent,1000,1000
Infernity Beetle,DARK,2,Insect,1200,0
Infernity Dwarf,DARK,2,Warrior,800,500
Infernoid Antra,FIRE,2,Fiend,0,2000
Interceptomato,EARTH,2,Plant,800,800
Inzektor Ladybug,DARK,2,Insect,500,100
Iron Blacksmith Kotetsu,FIRE,2,Beast-Warrior,500,500
Iron Chain Blaster,EARTH,2,Warrior,1100,0
"Jiaotu, Darkness of the Yang Zing",DARK,2,Wyrm,0,2000
Jigen Bakudan,FIRE,2,Pyro,200,1000
Jinzo #7,DARK,2,Machine,500,400
Jowls of Dark Demise,WATER,2,Fiend,200,100
Junk Anchor,EARTH,2,Warrior,0,0
Jurrac Gallim,FIRE,2,Dinosaur,1200,0
Jurrac Stauriko,FIRE,2,Dinosaur,500,400
Jutte Fighter,EARTH,2,Warrior,700,900
Kagemusha of the Blue Flame,EARTH,2,Warrior,800,400
Kagemusha of the Six Samurai,EARTH,2,Warrior,400,1800
Kageningen,DARK,2,Warrior,800,600
"Kahkki, Guerilla of Dark World",DARK,2,Fiend,300,500
"Kalantosa, Mystical Beast of the Forest",EARTH,2,Beast,200,1400
"Kamui, Hope of Gusto",WIND,2,Psychic,200,1000
Karakuri Barrel mdl 96 &quot;Shinkuro&quot;,EARTH,2,Machine,400,400
Karakuri Merchant mdl 177 &quot;Inashichi&quot;,EARTH,2,Machine,500,1500
Karakuri Spider,EARTH,2,Machine,400,500
Key Man the Key Warrior,EARTH,2,Warrior,1000,500
Kiseitai,DARK,2,Fiend,300,800
Kozmo Scaredy Lion,LIGHT,2,Psychic,1200,500
Kozmo Strawman,LIGHT,2,Psychic,500,1800
Krebons,DARK,2,Psychic,1200,400
Larvae Moth,EARTH,2,Insect,500,400
Laval Coatl,FIRE,2,Pyro,1300,700
Laval Forest Sprite,FIRE,2,Pyro,300,200
Lemon Magician Girl,LIGHT,2,Spellcaster,800,600
Lifeforce Harmonizer,WIND,2,Psychic,800,400
Little Chimera,FIRE,2,Beast,600,550
Lunalight Black Sheep,DARK,2,Beast-Warrior,100,600
Lunalight White Rabbit,DARK,2,Beast-Warrior,800,800
Machina Peacekeeper,EARTH,2,Machine,500,400
Magical Plant Mandragola,DARK,2,Spellcaster,500,200
Magical Undertaker,DARK,2,Spellcaster,400,400
Magicat,LIGHT,2,Spellcaster,600,500
Magician's Robe,DARK,2,Spellcaster,700,2000
Magna Drago,FIRE,2,Dragon,1400,600
Malefic Parallel Gear,DARK,2,Machine,0,0
Malicevorous Fork,DARK,2,Fiend,400,400
Malicevorous Knife,DARK,2,Fiend,600,100
Malicevorous Spoon,DARK,2,Fiend,100,500
Man Eater,EARTH,2,Plant,800,600
Man-Eater Bug,EARTH,2,Insect,450,600
Mara of the Nordic Alfar,DARK,2,Spellcaster,1000,500
Mask of Darkness,DARK,2,Fiend,900,400
Master Craftsman Gamil,FIRE,2,Pyro,200,200
Maxx &quot;C&quot;,EARTH,2,Insect,500,200
Mecha Bunny,EARTH,2,Machine,800,100
Mecha Phantom Beast O-Lion,WIND,2,Machine,600,1000
Meda Bat,DARK,2,Fiend,800,400
Medusa Worm,EARTH,2,Rock,500,600
Mega Thunderball,WIND,2,Thunder,750,600
Meotoko,EARTH,2,Beast,700,600
Metalfoes Steelen,FIRE,2,Psychic,0,2100
Mimir of the Nordic Ascendant,DARK,2,Fairy,600,0
Miracle Flipper,LIGHT,2,Spellcaster,300,500
Mist Valley Baby Roc,WIND,2,Winged Beast,400,600
Mist Valley Windmaster,WIND,2,Winged Beast,400,800
Mithra the Thunder Vassal,LIGHT,2,Thunder,800,1000
Mogmole,EARTH,2,Beast,800,800
Morphing Jar,EARTH,2,Rock,700,600
Morphtronic Cameran,LIGHT,2,Machine,800,600
Morphtronic Clocken,EARTH,2,Machine,600,1100
Muka Muka,EARTH,2,Rock,600,300
Mushroom Man,EARTH,2,Plant,800,600
Mystic Swordsman LV2,EARTH,2,Warrior,900,0
Mystical Shine Ball,LIGHT,2,Fairy,500,500
Naturia Antjaw,EARTH,2,Insect,400,200
Naturia Beans,EARTH,2,Plant,100,1200
Naturia Cosmobeet,EARTH,2,Plant,1000,700
Naturia Eggplant,EARTH,2,Plant,1000,700
Naturia Pineapple,EARTH,2,Plant,100,100
Naturia Sunflower,EARTH,2,Plant,500,0
Naturia Tulip,EARTH,2,Plant,600,1500
Necro Defender,DARK,2,Fiend,0,800
Necro Linker,DARK,2,Fiend,600,0
Needle Ball,DARK,2,Fiend,750,700
Needle Worm,EARTH,2,Insect,750,600
Neo Flamvell Origin,FIRE,2,Pyro,500,200
Nettles,EARTH,2,Plant,1200,400
Night's End Sorcerer,DARK,2,Spellcaster,1300,400
Nightmare Horse,DARK,2,Zombie,500,400
Nimble Angler,WATER,2,Fish,600,600
Nimble Manta,WATER,2,Fish,800,100
Nimble Momonga,EARTH,2,Beast,1000,100
Nimble Musasabi,EARTH,2,Beast,800,100
Nimble Sunfish,WATER,2,Fish,1000,100
Nitro Synchron,FIRE,2,Machine,300,100
Noisy Gnat,EARTH,2,Insect,700,300
Nubian Guard,FIRE,2,Warrior,500,500
Number 43: Manipulator of Souls,DARK,2,Fiend,0,0
Number 45: Crumble Logos the Prophet of Demolition,EARTH,2,Zombie,2200,0
Number 64: Ronin Raccoon Sandayu,EARTH,2,Beast,1000,1000
Number 65: Djinn Buster,DARK,2,Fiend,1300,0
Number 96: Dark Mist,DARK,2,Fiend,100,1000
Oilman,EARTH,2,Machine,400,400
Ojama Black,LIGHT,2,Beast,0,1000
Ojama Blue,LIGHT,2,Beast,0,1000
Ojama Green,LIGHT,2,Beast,0,1000
Ojama Red,LIGHT,2,Beast,0,1000
Ojama Yellow,LIGHT,2,Beast,0,1000
Old Vindictive Magician,DARK,2,Spellcaster,450,600
Overlay Eater,LIGHT,2,Reptile,300,800
Pain Painter,DARK,2,Zombie,400,200
Paleozoic Anomalocaris,WATER,2,Aqua,2400,0
Paleozoic Opabinia,WATER,2,Aqua,0,2400
Parasite Paracide,EARTH,2,Insect,500,300
Penguin Soldier,WATER,2,Aqua,750,500
People Running About,FIRE,2,Pyro,600,600
Performapal Cheermole,EARTH,2,Beast,600,1000
Performapal Handstandaccoon,EARTH,2,Beast,400,600
Performapal Odd-Eyes Synchron,DARK,2,Spellcaster,200,600
Performapal Spikeagle,WIND,2,Winged Beast,900,900
Performapal Sword Fish,WATER,2,Fish,600,600
Performapal Trampolynx,EARTH,2,Beast,300,300
Performapal Trump Girl,DARK,2,Spellcaster,200,200
Performapal Turn Toad,WATER,2,Aqua,0,800
Petit Dragon,WIND,2,Dragon,600,700
Petiteranodon,EARTH,2,Dinosaur,500,500
Phantom Cricket,EARTH,2,Insect,300,1000
Pharaoh's Servant,DARK,2,Zombie,900,0
Pharaonic Protector,EARTH,2,Zombie,900,0
Phoenixian Seed,FIRE,2,Plant,800,0
Piranha Army,WATER,2,Fish,800,200
Pixie Knight,LIGHT,2,Spellcaster,1300,200
Plaguespreader Zombie,DARK,2,Zombie,400,200
Playful Possum,EARTH,2,Beast,800,600
Poison Draw Frog,WATER,2,Aqua,100,100
Power Supplier,EARTH,2,Spellcaster,400,400
Predaplant Chlamydosundew,DARK,2,Plant,600,200
Predaplant Flytrap,DARK,2,Plant,400,800
Predaplant Squid Drosera,DARK,2,Plant,800,400
Prior of the Ice Barrier,WATER,2,Aqua,1000,400
Psi-Beast,EARTH,2,Psychic,700,500
PSY-Framegear Delta,LIGHT,2,Psychic,1200,0
PSY-Framegear Epsilon,LIGHT,2,Psychic,1500,0
PSY-Framegear Gamma,LIGHT,2,Psychic,1000,0
Psychic Jumper,EARTH,2,Psychic,100,1500
Psychic Kappa,WATER,2,Aqua,400,1000
"Puralis, the Purple Pyrotile",FIRE,2,Reptile,800,1400
Quillbolt Hedgehog,EARTH,2,Machine,800,800
R-Genex Crusher,EARTH,2,Machine,800,800
R-Genex Overseer,DARK,2,Spellcaster,200,100
Rafflesia Seduction,EARTH,2,Plant,300,900
Rainbow Flower,EARTH,2,Plant,400,500
Red Resonator,FIRE,2,Fiend,600,200
Reese the Ice Mistress,WATER,2,Sea Serpent,800,800
Relinquished Spider,EARTH,2,Insect,300,500
Reptilianne Viper,DARK,2,Reptile,0,0
"Rinyan, Lightsworn Rogue",LIGHT,2,Beast,100,100
Ritual Beast Tamer Elder,WIND,2,Psychic,200,1000
Ronintoadin,WATER,2,Aqua,100,2000
Rush Warrior,WIND,2,Warrior,300,1200
"Ryko, Lightsworn Hunter",LIGHT,2,Beast,200,100
Ryu-Kishin Clown,DARK,2,Fiend,800,500
Saambell the Summoner,WIND,2,Spellcaster,600,400
Samsara Kaiser,EARTH,2,Warrior,200,100
Sasuke Samurai,WIND,2,Warrior,500,800
"Scarr, Scout of Dark World",DARK,2,Fiend,500,500
Score the Melodious Diva,LIGHT,2,Fairy,200,200
Scrap Worm,EARTH,2,Insect,500,100
Sea Koala,EARTH,2,Beast,100,1600
Secret Guards of the Ice Barrier,WATER,2,Aqua,100,1600
Sectarian of Secrets,DARK,2,Spellcaster,700,500
Shaddoll Falco,DARK,2,Spellcaster,600,1400
Shaddoll Zefranaga,DARK,2,Spellcaster,900,100
Shiba-Warrior Taro,EARTH,2,Beast-Warrior,800,600
Shield Wing,WIND,2,Winged Beast,0,900
Shien's Footsoldier,EARTH,2,Warrior,700,300
Shining Elf,WIND,2,Spellcaster,1600,1000
Shiranui Spectralsword,FIRE,2,Zombie,800,0
Silent Insect,EARTH,2,Insect,200,300
Silent Strider,EARTH,2,Insect,300,700
Skelengel,LIGHT,2,Fairy,900,400
Sky Cavalry Centaurea,LIGHT,2,Beast-Warrior,2000,0
Slime Toad (Updated from: Frog the Jam),WATER,2,Aqua,700,500
Slushy,WATER,2,Aqua,0,0
Snapdragon,EARTH,2,Plant,300,100
Sonic Jammer,WIND,2,Machine,350,650
Sonic Warrior,WIND,2,Warrior,1000,0
Souls of the Forgotten,DARK,2,Fiend,900,200
Spear Cretin,DARK,2,Fiend,500,500
Speed Warrior,WIND,2,Warrior,900,400
Speedroid Dominobutterfly,WIND,2,Machine,100,300
Spellbook Magician of Prophecy,WATER,2,Spellcaster,500,400
Star Boy,WATER,2,Aqua,550,500
Steelswarm Genome,DARK,2,Fiend,1000,0
Submarine Frog,WATER,2,Aqua,1200,600
Subterror Nemesis Defender,EARTH,2,Beast-Warrior,100,2000
Superheavy Samurai Battleball,DARK,2,Machine,100,800
Superheavy Samurai Fist,EARTH,2,Machine,900,900
Superheavy Samurai Soulclaw,EARTH,2,Machine,500,500
Superheavy Samurai Soulfire Suit,FIRE,2,Machine,800,800
Superheavy Samurai Trumpeter,EARTH,2,Machine,300,600
Swap Frog,WATER,2,Aqua,1000,500
Sweet Corn,EARTH,2,Plant,0,0
Sylvan Komushroomo,FIRE,2,Plant,100,2000
Symphonic Warrior Drumss,WIND,2,Machine,700,700
Synchro Fusionist,DARK,2,Spellcaster,800,600
Synchron Carrier,EARTH,2,Machine,0,1000
Synchron Explorer,EARTH,2,Machine,0,700
T.G. Catapult Dragon,EARTH,2,Dragon,900,1300
T.G. Recipro Dragonfly,WIND,2,Insect,300,300
T.G. Striker,EARTH,2,Warrior,800,0
Tenshin,LIGHT,2,Fairy,800,100
Test Ape,EARTH,2,Beast,700,300
The Agent of Mystery - Earth,LIGHT,2,Fairy,1000,800
The Calculator,LIGHT,2,Thunder,0,0
The Fabled Cerburrel,LIGHT,2,Beast,1000,400
The Fabled Nozoochee,LIGHT,2,Beast,1200,800
The Phantom Knights of Cursed Javelin,DARK,2,Warrior,1600,0
The Unhappy Girl,LIGHT,2,Spellcaster,400,300
Thunder Kid,WIND,2,Thunder,700,600
Time Escaper,EARTH,2,Psychic,500,100
Time Magic Hammer,LIGHT,2,Spellcaster,500,400
Time Wizard,LIGHT,2,Spellcaster,500,400
Toadally Awesome,WATER,2,Aqua,2200,0
Tomozaurus,EARTH,2,Dinosaur,500,400
Torapart,DARK,2,Warrior,600,600
Totem Dragon,EARTH,2,Dragon,400,200
Tree Otter,WATER,2,Beast,1200,100
Troop Dragon,WIND,2,Dragon,700,800
Turbo Rocket,WIND,2,Machine,0,0
Turu-Purun,WATER,2,Aqua,450,500
Umbral Horror Ghost,DARK,2,Fiend,200,200
Uni-Horned Familiar,LIGHT,2,Beast,0,1000
Unibird,WIND,2,Winged Beast,100,600
Unifrog,WATER,2,Aqua,400,400
Union Rider,WIND,2,Machine,1000,1000
"Valerifawn, Mystical Beast of the Forest",EARTH,2,Beast,400,900
Valkyrie of the Nordic Ascendant,LIGHT,2,Fairy,400,800
Vengeful Shinobi,DARK,2,Warrior,400,800
Vilepawn Archfiend,EARTH,2,Fiend,1200,200
Volcanic Scattershot,FIRE,2,Pyro,500,0
Vylon Tetra,LIGHT,2,Machine,900,900
Wall of Ivy,EARTH,2,Plant,300,1200
Wattbetta,LIGHT,2,Thunder,100,0
Wattdragonfly,LIGHT,2,Thunder,900,100
Wattfox,LIGHT,2,Thunder,800,100
Wattlemur,LIGHT,2,Thunder,800,100
Weeping Idol,DARK,2,Rock,0,500
White Magician Pikeru,LIGHT,2,Spellcaster,1200,0
White Moray,WATER,2,Fish,600,200
Wind-Up Kitten,EARTH,2,Beast,800,500
Wind-Up Snail,WATER,2,Aqua,100,2000
"Winda, Priestess of Gusto",WIND,2,Psychic,1000,400
Winged Minion,DARK,2,Fiend,700,700
Wings of Wicked Flame,FIRE,2,Pyro,700,600
Witch Doctor of Chaos,DARK,2,Spellcaster,500,500
Witch's Apprentice,DARK,2,Spellcaster,550,500
Worm Falco,LIGHT,2,Reptile,500,800
Worm Linx,LIGHT,2,Reptile,300,1000
Worm Opera,LIGHT,2,Reptile,400,800
Wrecker Panda,EARTH,2,Beast,800,800
Wretched Ghost of the Attic,DARK,2,Fiend,550,400
X-Saber Pashuul,EARTH,2,Warrior,100,0
Xyz Agent,LIGHT,2,Spellcaster,900,300
Yata-Garasu,WIND,2,Fiend,200,100
Zany Zebra,DARK,2,Beast,0,2000
Zombowwow,DARK,2,Zombie,1000,1000
A/D Changer,LIGHT,1,Warrior,100,100
Absolute King Back Jack,DARK,1,Fiend,0,0
Abyss Actor - Extras,DARK,1,Fiend,100,100
Abyss Actor - Funky Comedian,DARK,1,Fiend,300,200
Acorno,EARTH,1,Plant,200,400
Alien Ammonite,LIGHT,1,Reptile,500,200
Alien Psychic,DARK,1,Reptile,200,100
Amarylease,EARTH,1,Plant,100,200
Ameba,WATER,1,Aqua,300,350
Aquaactress Tetra,WATER,1,Aqua,300,300
Arcana Force 0 - The Fool,LIGHT,1,Fairy,0,0
Armed Ninja,EARTH,1,Warrior,300,300
Aroma Jar,WIND,1,Rock,500,400
Aromaseraphy Angelica,LIGHT,1,Plant,0,0
Atomic Firefly,LIGHT,1,Insect,100,200
Attack Gainer,EARTH,1,Warrior,0,0
Baby Tiragon,EARTH,1,Dragon,900,900
Barrier Resonator,LIGHT,1,Fiend,300,800
Batteryman D,LIGHT,1,Thunder,0,1900
Batteryman Micro-Cell,LIGHT,1,Thunder,100,100
Battle Fader,DARK,1,Fiend,0,0
Beautunaful Princess,WATER,1,Fish,0,0
Bee List Soldier,WIND,1,Insect,500,400
Berry Magician Girl,EARTH,1,Spellcaster,400,400
Big One Warrior,LIGHT,1,Warrior,100,600
Black Dragon's Chick (Updated from: Red-Eyes B. Chick),DARK,1,Dragon,800,500
Black Metal Dragon,DARK,1,Dragon,600,600
Black Potan,DARK,1,Fiend,200,100
Blackwing - Hurricane the Tornado,DARK,1,Winged Beast,0,0
Blackwing - Jetstream the Blue Sky,DARK,1,Winged Beast,100,800
Blackwing - Jin the Rain Shadow,DARK,1,Winged Beast,600,500
Blackwing - Oroshi the Squall,DARK,1,Winged Beast,400,600
Blackwing - Vayu the Emblem of Honor,DARK,1,Winged Beast,800,0
"Blizzed, Defender of the Ice Barrier",WATER,1,Aqua,300,500
Block Spider,EARTH,1,Insect,0,100
Blue Duston,WATER,1,Fiend,0,1000
Boost Warrior,FIRE,1,Warrior,300,200
Box of Friends,LIGHT,1,Machine,0,0
Bunilla,EARTH,1,Beast,150,2050
Buster Blaster,EARTH,1,Machine,0,0
Buster Whelp of the Destruction Swordsman,LIGHT,1,Dragon,400,300
Buten,LIGHT,1,Fairy,200,300
Caravan of the Ice Barrier,WATER,1,Sea Serpent,500,200
Cat's Ear Tribe,EARTH,1,Beast-Warrior,200,100
"Ceruli, Guru of Dark World",DARK,1,Fiend,100,300
Chain Resonator,LIGHT,1,Fiend,100,100
Changer Synchron,DARK,1,Machine,0,0
Chaos Necromancer,DARK,1,Fiend,0,0
Charcoal Inpachi,FIRE,1,Pyro,100,2100
Charm of Shabti,EARTH,1,Rock,100,100
Cheepcheepcheep,WIND,1,Winged Beast,300,200
"Chiwen, Light of the Yang Zing",LIGHT,1,Wyrm,0,0
Cipher Etranger,LIGHT,1,Spellcaster,0,0
Clear Kuriboh,LIGHT,1,Fairy,300,200
Cloudian - Ghost Fog,WATER,1,Fiend,0,0
Cloudian - Sheep Cloud,WATER,1,Fairy,0,0
Cloudian - Smoke Ball,WATER,1,Fairy,200,600
Consecrated Light,LIGHT,1,Fairy,0,0
Constellar Siat,LIGHT,1,Fairy,100,1600
Copy Plant,WIND,1,Plant,0,0
Copycat,LIGHT,1,Spellcaster,0,0
Cosmic Compass,EARTH,1,Machine,100,300
Crimson Ninja,EARTH,1,Warrior,300,300
Crystal Seer,WATER,1,Spellcaster,100,100
Crystron Quan,WATER,1,Machine,500,500
Cursed Fig,WATER,1,Plant,200,200
Cyber Larva,LIGHT,1,Machine,400,600
Cyber Valley,LIGHT,1,Machine,0,0
D Cubed,DARK,1,Machine,0,0
D-Boyz,DARK,1,Fiend,100,1000
D.D. Crow,DARK,1,Winged Beast,100,100
D.D. Sprite,LIGHT,1,Fairy,0,100
D.D. Trainer,DARK,1,Fiend,100,2000
D/D Lamia,DARK,1,Fiend,100,1900
D/D Necro Slime,DARK,1,Fiend,300,300
D/D Savant Kepler,DARK,1,Fiend,0,0
Dancing Elf,WIND,1,Fairy,300,200
Dark Bug,DARK,1,Insect,100,100
Dark Mimic LV1,DARK,1,Fiend,100,1000
Dark Spider,DARK,1,Insect,0,0
Darklon,DARK,1,Fiend,100,100
Darksea Float,DARK,1,Machine,0,300
Darksea Rescue,DARK,1,Machine,0,0
Deepsea Macrotrema,WATER,1,Fish,600,100
Deskbot 001,EARTH,1,Machine,500,500
Destiny HERO - Dark Angel,DARK,1,Warrior,0,0
Destiny HERO - Disk Commander,DARK,1,Warrior,300,300
Destiny HERO - Dreamer,DARK,1,Warrior,0,600
Dimension Wanderer,LIGHT,1,Spellcaster,0,0
Djinn Disserere of Rituals,DARK,1,Fiend,200,200
Doctor Cranium,EARTH,1,Psychic,100,100
Doom Donuts,DARK,1,Fiend,0,0
Double Resonator,FIRE,1,Fiend,0,0
Dragon Buster Destruction Sword,DARK,1,Dragon,400,300
Dragunity Brandistock,WIND,1,Dragon,600,400
Dragunity Corsesca,WIND,1,Dragon,800,700
Dragunity Tribus,WIND,1,Winged Beast,500,300
Droll &amp; Lock Bird,WIND,1,Spellcaster,0,0
Dverg of the Nordic Alfar,EARTH,1,Warrior,100,1000
DZW - Chimera Clad,DARK,1,Fiend,0,0
Eater of Millions,DARK,1,Fiend,0,0
Edea the Heavenly Squire,LIGHT,1,Warrior,800,1000
Effect Veiler,LIGHT,1,Spellcaster,0,0
Evil Thorn,DARK,1,Plant,100,300
Evoltile Gephyro,FIRE,1,Reptile,200,400
Evoltile Pleuro,FIRE,1,Reptile,200,200
Explossum,EARTH,1,Beast,100,100
Fabled Lurrie,LIGHT,1,Fiend,200,400
Fabled Topi,LIGHT,1,Fiend,500,200
Fishborg Blaster,WATER,1,Fish,100,200
Fishborg Launcher,WATER,1,Fish,200,200
Flamvell Baby,FIRE,1,Pyro,800,200
Flamvell Guard,FIRE,1,Dragon,100,2000
Flamvell Poun,FIRE,1,Pyro,200,200
Flower Cardian Pine,DARK,1,Warrior,100,100
Flower Cardian Pine with Crane,DARK,1,Warrior,2000,2000
Fluffal Cat,EARTH,1,Fairy,700,300
Fluffal Mouse,EARTH,1,Fairy,100,100
Fluffal Octopus,WATER,1,Fairy,800,800
Fluffal Rabbit,EARTH,1,Fairy,300,1200
Fluffal Wings,LIGHT,1,Fairy,100,100
Fortune Lady Light,LIGHT,1,Spellcaster,0,0
"Freya, Spirit of Victory",LIGHT,1,Fairy,100,100
Fullmetalfoes Alkahest,FIRE,1,Psychic,0,0
Fusion Parasite,DARK,1,Insect,0,0
Gadget Driver,EARTH,1,Machine,200,200
Galaxy-Eyes Cloudragon,LIGHT,1,Dragon,300,250
Gem-Knight Lazuli,EARTH,1,Rock,600,100
Genex Power Planner,LIGHT,1,Spellcaster,300,200
Genex Recycled,DARK,1,Machine,200,400
Ghostrick Dullahan,DARK,1,Fiend,1000,0
Ghostrick Jackfrost,DARK,1,Fiend,800,100
Ghostrick Lantern,DARK,1,Fiend,800,0
